Sample,SOURCE,SITE,MARBLE GROUP,SELECT,MGS,d18O,d13C
AC4,CNR04/00,Thasos,Thasos,,3.60,-0.61,2.84
v8,DBPens,Thasos,Thasos,,5.00,0.07,2.99
v14,DBPens,Thasos,Thasos,,4.00,-0.03,2.72
v72,DBPens,Thasos,Thasos,,4.50,-3.03,2.57
V2,Pens5/97,ThasosD,ThasosD,,1.80,-5.77,3.45
V3,Pens5/97,ThasosD,ThasosD,,2.50,-6.97,3.27
V4,Pens5/97,ThasosD,ThasosD,,3.00,-5.34,3.43
TCV2,Pens5/97,ThasosD,ThasosD,,1.70,-4.59,3.17
VT1,CNR04/00,ThasosD,ThasosD,,1.10,-5.19,2.67
VT2,CNR04/00,ThasosD,ThasosD,,0.90,-5.94,1.98
VT3,CNR04/00,ThasosD,ThasosD,,1.00,-6.11,2.82
VT4,CNR04/00,ThasosD,ThasosD,,1.30,-7.27,3.07
VT5,CNR04/00,ThasosD,ThasosD,,1.50,-5.25,3.56
VT6,CNR04/00,ThasosD,ThasosD,,1.40,-8.15,2.77
ISal,Pens5/97,ThasosD,ThasosD,,1.00,-5.57,3.93
IISal,Pens5/97,ThasosD,ThasosD,,1.00,-5.36,3.53
3dolSal,Pens5/97,ThasosD,ThasosD,,3.20,-5.20,3.58
4dolSal,Pens5/97,ThasosD,ThasosD,,1.90,-5.45,3.59
5dolSal,Pens5/97,ThasosD,ThasosD,,2.90,-5.39,3.70
H1,Pens5/97,ThasosD,ThasosD,,1.60,-4.97,3.65
H2,Pens5/97,ThasosD,ThasosD,,2.00,-5.41,3.75
H3,Pens5/97,ThasosD,ThasosD,,1.80,-4.93,3.61
Sal1,CNR04/00,ThasosD,ThasosD,,1.30,-4.15,3.80
Sal2,CNR04/00,ThasosD,ThasosD,,1.60,-5.93,3.26
Sal3,CNR04/00,ThasosD,ThasosD,,2.50,-4.91,3.42
Sal4,CNR04/00,ThasosD,ThasosD,,1.30,-4.22,3.32
Sal5,CNR04/00,ThasosD,ThasosD,,2.10,-4.80,3.35
Sal6,CNR04/00,ThasosD,ThasosD,,2.60,-3.17,3.73
Sal7cor,CNR04/00,ThasosD,,,1.50,-9.66,2.34
Sal8,CNR04/00,ThasosD,ThasosD,,1.80,-3.90,3.79
Sal9,CNR04/00,ThasosD,ThasosD,,1.30,-3.67,3.90
Sal10,CNR04/00,ThasosD,ThasosD,,1.60,-6.55,2.88
Sal11,CNR04/00,ThasosD,ThasosD,,1.30,-5.30,3.35
Sal12,CNR04/00,ThasosD,ThasosD,,1.60,-6.11,2.95
Sal13,CNR04/00,ThasosD,ThasosD,,1.10,-4.35,3.65
Sal14,CNR04/00,ThasosD,ThasosD,,2.10,-5.01,3.52
Sal15,CNR04/00,ThasosD,ThasosD,,1.60,-4.96,3.38
v66,DBPens,ThasosD,ThasosD,,2.00,-5.28,3.17
v34,DBPens,ThasosD,ThasosD,,2.20,-5.03,3.54
v77,DBPens,ThasosD,ThasosD,,3.00,-5.26,3.28
v91,DBPens,ThasosD,ThasosD,,2.80,-5.24,3.53
v101,DBPens,ThasosD,ThasosD,,3.20,-5.03,3.21
te2,thiounta,Thiounta,Thi,,2.90,-3.38,0.88
te3,thiounta,Thiounta,Thi,,3.35,-3.65,1.86
te4,thiounta,Thiounta,Thi,,2.73,-6.74,1.80
te5,thiounta,Thiounta,Thi,,3.25,-5.89,1.78
te6,thiounta,Thiounta,Thi,,4.30,-3.96,0.58
te7,thiounta,Thiounta,Thi,,2.25,-4.33,1.67
te8,thiounta,Thiounta,Thi,,3.50,-3.55,1.84
te9,thiounta,Thiounta,Thi,,2.80,-2.99,0.85
te10,thiounta,Thiounta,Thi,,4.25,-4.28,1.41
t1,thiounta,Thiounta,Thi,,3.00,-2.90,1.80
t2,thiounta,Thiounta,Thi,,2.70,-4.46,2.23
t3,thiounta,Thiounta,Thi,,3.50,-4.84,1.61
t4,thiounta,Thiounta,Thi,,3.00,-3.43,1.60
t5,thiounta,Thiounta,Thi,,1.85,-2.86,1.80
t6,thiounta,Thiounta,Thi,,3.90,-3.32,2.00
t7,thiounta,Thiounta,Thi,,2.90,-3.26,1.80
t8,thiounta,Thiounta,Thi,,0.80,-3.54,1.43
tm1,thiounta,Thiounta,Thi,,2.80,-7.37,1.74
tm2,thiounta,Thiounta,Thi,,5.00,-5.53,1.57
tm3,thiounta,Thiounta,Thi,,3.32,-5.05,1.76
tm6,thiounta,Thiounta,,,2.97,-9.96,1.22
tm7,thiounta,Thiounta,Thi,,2.60,-3.00,2.02
tm8,thiounta,Thiounta,Thi,,3.32,-5.81,1.70
tm9,thiounta,Thiounta,,,3.50,-13.81,0.81
BM1,CNR10/00,Thiounta,Thi,,3.40,-3.05,1.98
BM2,CNR10/00,Thiounta,Thi,,3.00,-3.32,1.95
BM4,CNR10/00,Thiounta,Thi,,3.50,-3.52,1.81
R52,CNR10/00,Thiounta,Thi,,2.50,-3.13,2.02
BN0,CNR10/00,Thiounta,Thi,,3.40,-3.54,2.01
BN1,CNR10/00,Thiounta,Thi,,2.50,-3.48,2.01
BN2,CNR10/00,Thiounta,Thi,,3.30,-3.54,1.75
T9,CNR10/00,Thiounta,Thi,,2.20,-3.72,2.12
BN4,CNR10/00,Thiounta,Thi,,2.10,-3.51,2.05
T11,CNR10/00,Thiounta,Thi,,2.50,-3.54,2.04
T12,CNR10/00,Thiounta,Thi,,2.40,-3.46,2.10
T13,CNR10/00,Thiounta,Thi,,2.40,-3.65,1.66
T14c,CNR10/00,Thiounta,Thi,,2.50,-3.08,2.03
T15,CNR10/00,Thiounta,Thi,,2.50,-3.20,1.90
T16,CNR10/00,Thiounta,Thi,,2.50,-3.19,2.00
T17,CNR10/00,Thiounta,Thi,,2.60,-3.12,2.11
T18,CNR10/00,Thiounta,Thi,,3.20,-3.14,1.99
T19,CNR10/00,Thiounta,Thi,,2.70,-3.57,1.72
T20,CNR10/00,Thiounta,Thi,,3.00,-3.19,2.11
T22,CNR10/00,Thiounta,Thi,,2.40,-3.16,1.53
Tin1,M.Bruno,Tinos,Tinos,,0.40,-5.88,1.96
Tin5,M.Bruno,Tinos,Tinos,,1.00,-10.97,1.72
Tin6,M.Bruno,Tinos,Tinos,,0.70,-9.20,1.91
Tin8,M.Bruno,Tinos,Tinos,,0.60,-3.66,2.09
Tin10,M.Bruno,Tinos,Tinos,,0.70,-8.43,2.81
Tin11,M.Bruno,Tinos,Tinos,,0.90,-6.70,2.67
Tin12,M.Bruno,Tinos,Tinos,,0.70,-8.05,2.38
MM1,M.Bruno,Tinos,Tinos,,0.40,-5.14,1.53
MM2,M.Bruno,Tinos,Tinos,,0.50,-2.69,1.99
MM3,M.Bruno,Tinos,Tinos,,0.60,-4.06,2.20
MM4,M.Bruno,Tinos,Tinos,,0.40,-3.50,1.62
UK1,,Usak,,,0.65,-6.77,1.78
UK2,,Usak,,,2,-6.29,2.23
UK3,,Usak,,,1.4,-5.84,2.27
UK4,,Usak,,,1.1,-5.65,2.52
UK5,,Usak,,,1.7,-6.84,1.90
UK6,,Usak,,,1.3,-6.09,2.29
UK7,,Usak,,,0.65,-5.94,2.39
UK8,,Usak,,,1.05,-5.63,2.27
VK1.1,CNR08/07,Vakif,Vakif,,0.90,-3.30,2.47
VK1.2,CNR08/07,Vakif,Vakif,,1.25,-3.16,2.75
VK1.3,CNR08/07,Vakif,Vakif,,1.60,-4.49,2.48
VK1.4,CNR08/07,Vakif,Vakif,,1.60,-3.02,2.85
VK1.5,CNR08/07,Vakif,Vakif,,1.10,-3.08,2.61
VK1.6,CNR08/07,Vakif,Vakif,,1.40,-4.01,2.64
VK2.1,CNR08/07,Vakif,Vakif,,1.20,-4.03,1.04
VK2.2,CNR08/07,Vakif,Vakif,,1.50,-5.04,2.28
VK2.3,CNR08/07,Vakif,Vakif,,0.90,-2.89,2.46
VK2.4,CNR08/07,Vakif,Vakif,,1.25,-2.45,2.18
VK2.5,CNR08/07,Vakif,Vakif,,1.30,-2.22,2.71
VK2.6,CNR08/07,Vakif,Vakif,,1.25,-2.98,2.36
VK2.7,CNR08/07,Vakif,Vakif,,1.70,-2.99,2.61
VK2.8,CNR08/07,Vakif,Vakif,,1.30,-2.09,2.53
VK3.1,CNR08/07,Vakif,Vakif,,1.25,-2.15,2.80
VK3.3,CNR08/07,Vakif,Vakif,,1.40,-1.89,2.57
VK3.4,CNR08/07,Vakif,Vakif,,1.40,-2.18,2.24
VK3.6,CNR08/07,Vakif,Vakif,,1.70,-2.31,2.11
VK3.7,CNR08/07,Vakif,Vakif,,0.90,-2.68,2.11
VK3.9,CNR08/07,Vakif,Vakif,,1.05,-4.68,2.47
VK3.10,CNR08/07,Vakif,Vakif,,1.60,-2.20,3.04
VK4.1,CNR08/07,Vakif,Vakif,,1.40,-2.64,2.68
VK4.2,CNR08/07,Vakif,Vakif,,1.60,-2.29,2.60
VK4.3,CNR08/07,Vakif,Vakif,,1.05,-3.09,2.97
VK4.4,CNR08/07,Vakif,Vakif,,1.20,-2.15,2.62
VK4.5,CNR08/07,Vakif,Vakif,,1.30,-2.43,2.46
